Employee ID,First Name,Last Name,Gender,Date of Birth,Date of Hire,Department,Job Title,Manager ID,Employment Status
E1560,Michael,Sullivan,Male,1997-04-02,2024-03-21,HR,HR Specialist,,Full-time
E1561,Jessica,Clark,Male,1964-10-29,2004-03-18,Accounting,Finance Manager,E1029,Part-time
E1562,Leslie,Cox,Male,1989-01-12,2013-10-25,IT,IT Manager,E1009,Contract
E1563,Tyler,Peters,Male,1965-06-07,2006-05-15,Sales,Account Executive,E1006,Part-time
E1564,Bobby,Bryan,Male,1974-01-11,2022-12-23,Consulting,Senior Consultant,,Part-time
E1565,Stephanie,Patterson,Non-Binary,1969-03-18,2011-11-27,Accounting,Finance Manager,,Part-time
E1566,Abigail,Morris,Non-Binary,1960-12-08,2012-12-24,IT,System Administrator,,Part-time
E1567,Kevin,Martin,Female,1965-08-23,2024-02-11,Accounting,Accountant,,Full-time
E1568,Scott,Page,Non-Binary,1962-02-03,1987-02-08,Sales,Account Executive,,Full-time
E1569,Tracy,Rice,Female,1964-01-11,2008-04-28,Accounting,Finance Manager,,Contract
E1570,Alexander,Davis,Female,1999-07-23,2017-10-08,Recruitment,Senior Recruiter,E1074,Part-time
E1571,Jacob,James,Non-Binary,2001-07-30,2022-05-12,Accounting,Accountant,,Full-time
E1572,Michele,Sanders,Non-Binary,1989-07-12,2016-02-04,Accounting,Billing Specialist,,Part-time
E1573,Tracy,Smith,Female,2004-08-30,2022-07-14,HR,HR Specialist,,Full-time
E1574,Patricia,Jones,Non-Binary,1985-09-13,2012-11-18,Accounting,Billing Specialist,,Contract
E1575,Danielle,Hanson,Female,2000-11-10,2023-06-03,IT,IT Manager,E1033,Full-time
E1576,Sheila,Cobb,Female,1983-11-30,2004-06-06,Recruitment,Recruitment Manager,,Part-time
E1577,Joseph,Vega,Non-Binary,1966-11-02,2014-07-17,Consulting,Senior Consultant,E1079,Part-time
E1578,Colton,Sanders,Male,2002-02-17,2023-01-08,Recruitment,Recruitment Manager,,Part-time
E1579,Stanley,Park,Non-Binary,1993-11-13,2020-12-05,Recruitment,Recruiter,,Full-time
E1580,Danielle,Miller,Non-Binary,1995-05-18,2023-01-18,HR,HR Assistant,E1015,Part-time
E1581,Peter,Anderson,Female,1974-07-08,1994-09-23,IT,Software Engineer,E1037,Part-time
E1582,Diana,Ferguson,Non-Binary,1961-01-18,1979-06-10,Consulting,Lead Consultant,E1014,Part-time
E1583,Michelle,Gutierrez,Non-Binary,1983-09-19,2017-10-04,Accounting,Accountant,,Full-time
E1584,Kenneth,Watkins,Male,1962-04-17,1987-03-19,Recruitment,Senior Recruiter,,Contract
E1585,Richard,Hood,Non-Binary,1998-03-21,2020-02-16,HR,HR Specialist,,Full-time
E1586,Ricky,Thompson,Non-Binary,1978-08-01,2019-06-14,Consulting,Consultant,,Part-time
E1587,William,Smith,Female,1974-12-26,2021-08-31,IT,Software Engineer,,Full-time
E1588,Bruce,Olson,Female,1960-01-29,1984-05-22,Recruitment,Recruitment Manager,E1013,Part-time
E1589,Misty,Howard,Non-Binary,1972-07-16,2018-02-01,Consulting,Consultant,,Part-time
E1590,Danielle,Saunders,Male,2000-11-03,2022-10-23,Accounting,Accountant,E1085,Full-time
E1591,James,Griffith,Non-Binary,1984-06-08,2021-11-17,IT,Software Engineer,E1045,Contract
E1592,Timothy,Grant,Female,1978-06-17,2021-06-06,Accounting,Accountant,E1012,Contract
E1593,Julie,Dean,Female,1996-07-29,2024-09-22,HR,HR Assistant,E1079,Full-time
E1594,Maxwell,Johnson,Female,2004-04-19,2022-07-20,Consulting,Senior Consultant,E1012,Contract
E1595,Allen,Wright,Male,1982-08-27,2013-07-29,IT,System Administrator,E1091,Full-time
E1596,James,Walters,Male,1988-07-18,2024-08-23,HR,HR Assistant,,Full-time
E1597,Justin,Herrera,Female,1985-10-10,2015-09-11,Consulting,Lead Consultant,E1078,Full-time
E1598,Alice,Martinez,Female,1966-07-18,1998-04-19,Accounting,Finance Manager,,Part-time
E1599,Heather,Nunez,Male,1993-03-05,2016-12-20,Recruitment,Senior Recruiter,E1024,Part-time
E1600,Jonathan,Schneider,Female,1976-05-17,2020-09-09,IT,System Administrator,E1068,Contract
E1601,Ricky,Gonzalez,Female,2001-05-10,2023-11-15,HR,HR Assistant,E1028,Contract
E1602,Kathleen,Martin,Non-Binary,1971-04-25,2023-02-12,HR,HR Manager,,Contract
E1603,Daniel,Roberts,Female,1998-08-22,2019-09-22,Sales,Account Executive,E1003,Part-time
E1604,Cody,Smith,Female,1959-09-15,1983-04-09,Consulting,Lead Consultant,,Full-time
E1605,Mariah,Cohen,Female,1985-02-28,2023-11-16,Recruitment,Recruitment Manager,E1005,Part-time
E1606,Justin,Keller,Male,1959-10-20,1985-03-22,Recruitment,Recruitment Manager,E1033,Part-time
E1607,Carl,Alvarado,Non-Binary,1981-05-27,2019-11-07,Sales,Sales Manager,,Contract
E1608,Monica,Johnson,Male,1993-11-15,2013-05-09,Accounting,Finance Manager,E1099,Full-time
E1609,Brian,Thompson,Non-Binary,1992-08-04,2018-03-30,Consulting,Lead Consultant,,Full-time
E1610,Daniel,Thompson,Female,1964-04-09,2003-09-29,HR,HR Specialist,,Part-time
E1611,Janice,Scott,Female,1968-08-06,2006-02-24,Sales,Account Executive,,Full-time
E1612,Wendy,Sanchez,Non-Binary,1965-06-08,2012-05-13,Sales,Account Executive,E1072,Full-time
E1613,Mark,Diaz,Male,1967-11-27,2014-02-15,IT,System Administrator,,Part-time
E1614,Kurt,Oconnell,Female,1980-10-30,2014-08-23,Accounting,Billing Specialist,E1016,Full-time
E1615,Vanessa,Powell,Female,1998-12-28,2022-04-19,Accounting,Finance Manager,,Full-time
E1616,Taylor,Brewer,Female,1991-07-03,2011-12-24,Accounting,Billing Specialist,E1066,Full-time
E1617,Teresa,Paul,Non-Binary,1965-07-02,2018-02-26,Consulting,Lead Consultant,E1085,Full-time
E1618,Joann,Taylor,Male,1965-12-09,2022-06-30,Accounting,Accountant,,Part-time
E1619,Donna,Cruz,Male,1992-02-18,2022-10-25,IT,Software Engineer,,Part-time
E1620,Laura,Jones,Female,1993-01-24,2016-03-17,Sales,Account Executive,,Contract
E1621,David,Juarez,Non-Binary,1981-06-10,2014-03-08,Consulting,Senior Consultant,E1073,Contract
E1622,Ronald,Rodriguez,Male,1979-04-15,2011-03-24,Recruitment,Recruiter,E1098,Contract
E1623,George,Leach,Non-Binary,1975-11-20,1997-09-02,HR,HR Assistant,E1031,Part-time
E1624,Jessica,Flores,Non-Binary,1971-11-09,1997-06-27,HR,HR Assistant,,Part-time
E1625,Kathy,Ramirez,Non-Binary,1984-10-16,2019-09-11,HR,HR Assistant,E1024,Part-time
E1626,Stephanie,Malone,Non-Binary,1984-12-10,2003-06-25,Recruitment,Recruiter,E1007,Full-time
E1627,Joseph,Sandoval,Female,1982-08-04,2016-02-13,Recruitment,Senior Recruiter,E1091,Part-time
E1628,Donna,Rodriguez,Male,1978-04-09,2014-07-16,Recruitment,Recruitment Manager,E1002,Full-time
E1629,April,Villarreal,Female,1991-03-11,2022-02-13,HR,HR Specialist,,Contract
E1630,Douglas,Mason,Male,1961-09-03,2014-08-08,IT,System Administrator,,Part-time
E1631,Brian,Davis,Male,1978-11-05,2002-10-30,HR,HR Manager,,Full-time
E1632,Brian,Sanchez,Female,1990-03-08,2019-06-19,Consulting,Consultant,E1042,Contract
E1633,Patrick,Martin,Female,1982-12-27,2020-06-06,HR,HR Specialist,,Contract
E1634,Lori,Baird,Male,1970-09-30,1995-11-05,Consulting,Lead Consultant,,Full-time
E1635,David,Jones,Male,2000-04-30,2021-09-28,Accounting,Billing Specialist,E1014,Part-time
E1636,Allison,Sanchez,Male,1981-08-19,2007-12-01,Sales,Account Executive,,Part-time
E1637,Kari,Irwin,Male,1981-05-04,2014-01-18,Recruitment,Senior Recruiter,,Part-time
E1638,Jon,Hart,Non-Binary,2000-05-12,2018-12-10,Consulting,Consultant,E1008,Contract
E1639,Kathleen,Brown,Male,1961-07-30,2005-05-18,Sales,Sales Manager,E1077,Contract
E1640,Ronald,Simmons,Female,1991-01-22,2020-09-30,Consulting,Senior Consultant,E1055,Contract
E1641,Suzanne,Stephenson,Female,2003-03-21,2024-04-18,IT,IT Manager,E1046,Contract
E1642,Emily,Shaw,Female,1975-08-06,1996-08-21,Accounting,Accountant,,Full-time
E1643,Timothy,Patterson,Male,1983-06-20,2009-07-23,Sales,Account Executive,,Full-time
E1644,Linda,Salas,Non-Binary,1977-08-11,1996-03-11,Consulting,Consultant,,Part-time
E1645,Ashley,Sanchez,Male,1988-11-06,2020-06-08,HR,HR Assistant,,Full-time
E1646,Jenna,Murphy,Non-Binary,1983-07-26,2005-05-12,Consulting,Senior Consultant,E1029,Part-time
E1647,Julie,Russell,Non-Binary,1988-01-27,2009-11-14,IT,IT Manager,E1022,Contract
E1648,Christopher,Maxwell,Female,1984-08-19,2003-01-16,Accounting,Accountant,,Contract
E1649,Jason,Hensley,Female,1993-12-21,2015-09-18,Consulting,Lead Consultant,E1053,Contract
E1650,Ryan,Williams,Male,2003-01-28,2021-07-30,HR,HR Assistant,,Part-time
E1651,Margaret,Davis,Male,1966-07-16,2016-06-28,IT,System Administrator,E1069,Contract
E1652,Gregory,Scott,Male,2004-09-27,2024-09-11,Accounting,Accountant,E1069,Full-time
E1653,Evelyn,Mccarthy,Female,2001-07-02,2023-03-16,Recruitment,Recruitment Manager,,Part-time
E1654,Jennifer,White,Male,1995-03-30,2016-02-07,Recruitment,Recruiter,,Full-time
E1655,Wendy,Adams,Male,1981-06-16,2023-05-24,Accounting,Finance Manager,E1082,Part-time
E1656,Tricia,Williamson,Male,1985-12-09,2015-04-24,Accounting,Billing Specialist,,Part-time
E1657,Stephen,Jackson,Non-Binary,1967-10-20,2020-09-25,Recruitment,Senior Recruiter,E1084,Full-time
E1658,Jeffrey,Collins,Non-Binary,1965-09-28,1984-12-08,HR,HR Manager,,Contract
E1659,Elizabeth,Mitchell,Male,2002-03-02,2020-06-11,HR,HR Specialist,,Contract
E1660,James,Walker,Male,1990-12-05,2017-10-02,HR,HR Assistant,,Part-time
E1661,Michael,Perez,Male,1982-10-07,2021-09-22,Accounting,Accountant,,Contract
E1662,David,Rodriguez,Non-Binary,1996-10-22,2014-08-01,Accounting,Billing Specialist,E1003,Full-time
E1663,Jeremy,Giles,Female,1965-04-29,1995-01-30,HR,HR Specialist,E1082,Full-time
E1664,Jessica,Howard,Non-Binary,1995-03-06,2018-08-05,Sales,Sales Manager,,Contract
E1665,Daniel,Gardner,Male,1991-03-12,2022-08-31,HR,HR Manager,E1014,Full-time
E1666,Rebecca,Hickman,Non-Binary,1964-08-28,2003-10-24,IT,Software Engineer,,Part-time
E1667,John,Carson,Non-Binary,1960-12-18,2015-06-06,Consulting,Senior Consultant,,Full-time
E1668,Brian,Ross,Male,1973-02-11,1991-03-20,HR,HR Specialist,E1026,Part-time
E1669,Edwin,Patel,Female,1978-04-21,2020-03-19,Recruitment,Recruiter,E1067,Full-time
E1670,Andrew,Moreno,Non-Binary,1970-03-28,2021-04-18,HR,HR Assistant,,Part-time
E1671,Katie,Martinez,Non-Binary,1982-01-04,2009-01-11,Consulting,Consultant,,Part-time
E1672,Julia,Edwards,Female,1974-12-09,2006-04-10,Accounting,Billing Specialist,,Contract
E1673,Erin,Davis,Male,1962-12-04,2020-10-12,Accounting,Finance Manager,E1076,Contract
E1674,Mark,Miller,Male,1988-06-09,2016-08-17,Consulting,Senior Consultant,,Contract
E1675,Debbie,Hammond,Male,1971-07-09,2007-02-07,Consulting,Senior Consultant,,Part-time
E1676,Michael,Lambert,Male,1983-03-21,2006-08-03,Consulting,Lead Consultant,,Contract
E1677,Richard,Benson,Female,1976-06-13,2014-04-30,HR,HR Manager,,Contract
E1678,Heidi,Nichols,Female,1970-04-25,2001-02-08,IT,System Administrator,,Part-time
E1679,Desiree,Curry,Non-Binary,1964-04-22,2007-07-06,IT,IT Manager,E1043,Full-time
E1680,Katie,Gilbert,Non-Binary,1991-06-07,2012-02-22,Consulting,Lead Consultant,E1038,Full-time
E1681,Melissa,Barry,Non-Binary,1984-02-13,2018-07-03,HR,HR Assistant,E1021,Full-time
E1682,Charles,Rivas,Non-Binary,1986-11-16,2007-05-23,Sales,Account Executive,,Full-time
E1683,Deborah,Williams,Female,1981-11-09,2011-05-02,Accounting,Finance Manager,E1027,Part-time
E1684,Albert,Berg,Male,2000-08-22,2022-11-25,HR,HR Specialist,,Full-time
E1685,Valerie,Gomez,Male,1983-08-07,2008-01-15,Consulting,Senior Consultant,E1041,Part-time
E1686,Roger,Campbell,Female,1967-11-29,1990-11-08,Accounting,Accountant,,Full-time
E1687,Jason,Cline,Female,1969-07-01,2017-01-24,Sales,Sales Manager,,Contract
E1688,Sara,Hunter,Female,1982-07-30,2006-09-24,Accounting,Billing Specialist,E1005,Part-time
E1689,Nicole,Lee,Female,1992-04-02,2011-01-11,HR,HR Specialist,E1017,Contract
E1690,Joyce,Callahan,Male,1969-06-14,2006-09-19,Consulting,Consultant,E1060,Part-time
E1691,Andrea,Fitzgerald,Non-Binary,1994-03-17,2022-05-28,Recruitment,Recruiter,,Contract
E1692,Jacob,Ho,Male,1963-08-27,2001-11-27,HR,HR Specialist,E1006,Contract
E1693,Brian,May,Non-Binary,1970-03-31,2024-02-14,Recruitment,Recruiter,E1077,Part-time
E1694,Marco,Preston,Male,1993-08-30,2014-12-22,Consulting,Lead Consultant,,Part-time
E1695,Edward,Moreno,Male,2002-12-04,2020-01-21,Consulting,Senior Consultant,E1093,Full-time
E1696,Mary,Owen,Non-Binary,2004-09-14,2022-10-17,Sales,Sales Associate,E1002,Contract
E1697,Brittany,Acevedo,Male,1973-01-15,1992-01-12,HR,HR Assistant,,Contract
E1698,Andrea,Barrera,Male,1970-08-10,1991-01-26,Consulting,Consultant,,Full-time
E1699,Sarah,Bray,Male,1963-03-08,2004-01-17,Consulting,Lead Consultant,E1038,Part-time
E1700,David,Cochran,Female,1983-03-11,2004-02-08,Recruitment,Senior Recruiter,E1093,Full-time
E1701,James,Owens,Non-Binary,1970-05-23,2015-03-25,IT,System Administrator,,Full-time
E1702,Elizabeth,Hayden,Non-Binary,1986-11-29,2005-03-02,Consulting,Lead Consultant,,Part-time
E1703,Joseph,Wood,Female,1999-05-29,2022-08-18,Accounting,Accountant,E1010,Part-time
E1704,Brooke,Koch,Male,2003-10-06,2022-07-28,Consulting,Consultant,E1083,Contract
E1705,William,Johnson,Non-Binary,1970-08-10,2013-04-06,IT,IT Manager,E1047,Contract
E1706,Todd,Woodward,Non-Binary,1969-06-22,2015-01-17,Recruitment,Recruitment Manager,E1043,Part-time
E1707,Patricia,Jackson,Male,1992-03-12,2017-09-19,Sales,Sales Manager,,Part-time
E1708,Joanne,Bradley,Female,1995-10-28,2013-11-15,HR,HR Manager,E1032,Part-time
E1709,John,Smith,Non-Binary,1971-11-09,1991-07-11,Accounting,Accountant,,Full-time
E1710,Linda,Hughes,Non-Binary,2000-02-07,2020-11-26,IT,Software Engineer,E1087,Contract
E1711,Jonathan,Lopez,Male,1981-05-29,2004-03-01,IT,IT Manager,E1066,Part-time
E1712,Joseph,Hopkins,Male,1990-09-06,2011-06-08,Accounting,Finance Manager,,Part-time
E1713,Catherine,Hernandez,Female,2003-10-08,2024-11-19,IT,Software Engineer,,Full-time
E1714,Elizabeth,Harris,Female,1982-04-03,2001-08-08,HR,HR Manager,E1088,Full-time
E1715,Ralph,Sanchez,Male,1991-09-03,2018-06-27,Sales,Account Executive,E1096,Full-time
E1716,Peter,Kim,Male,1980-04-07,2011-05-05,Accounting,Finance Manager,E1073,Part-time
E1717,Michael,Lee,Non-Binary,1979-07-21,2006-07-21,Recruitment,Senior Recruiter,E1058,Contract
E1718,Joshua,Arias,Female,2001-10-16,2021-02-21,HR,HR Manager,,Full-time
E1719,Katherine,Owens,Non-Binary,1973-03-11,2024-05-30,Accounting,Accountant,,Part-time
E1720,Erin,Hickman,Non-Binary,1996-03-09,2018-05-27,Consulting,Lead Consultant,,Part-time
E1721,Benjamin,Miller,Female,2002-09-17,2021-10-23,HR,HR Manager,,Full-time
E1722,Angela,Moore,Non-Binary,1968-09-20,2001-12-07,HR,HR Manager,,Part-time
E1723,Sheena,Leonard,Female,1973-11-14,1991-10-04,Recruitment,Recruiter,,Contract
E1724,Kimberly,Perkins,Non-Binary,1960-04-24,1983-10-15,Recruitment,Recruiter,,Full-time
E1725,Michael,Rios,Male,1959-09-23,2005-09-12,Sales,Sales Manager,E1074,Full-time
E1726,Alison,Carter,Male,1984-09-09,2013-01-26,HR,HR Assistant,E1029,Part-time
E1727,Melanie,Ruiz,Non-Binary,1983-09-29,2001-11-01,Consulting,Consultant,,Part-time
E1728,Joshua,Freeman,Non-Binary,2002-11-21,2021-12-20,Sales,Sales Associate,,Full-time
E1729,Kara,Evans,Non-Binary,1997-04-05,2023-11-11,IT,IT Manager,E1092,Part-time
E1730,Paul,Garcia,Female,1977-07-09,2014-04-22,IT,System Administrator,,Full-time
E1731,Karen,Allen,Male,1970-12-02,2008-02-28,Accounting,Billing Specialist,E1063,Full-time
E1732,Karen,Davidson,Non-Binary,1977-09-08,2007-07-25,IT,IT Manager,,Full-time
E1733,Ann,Hernandez,Non-Binary,1991-11-30,2014-11-05,Accounting,Accountant,E1074,Contract
E1734,Barbara,Johnson,Male,1990-07-15,2013-01-17,HR,HR Assistant,E1004,Full-time
E1735,Jason,Mcbride,Male,1998-11-09,2023-01-18,Accounting,Finance Manager,E1022,Part-time
E1736,Elizabeth,Taylor,Male,1959-06-18,2001-01-20,Recruitment,Senior Recruiter,E1024,Part-time
E1737,Joshua,Wilson,Male,1962-07-01,1998-12-05,Sales,Sales Associate,E1070,Contract
E1738,Andre,Cooper,Non-Binary,1960-12-11,1987-05-23,Accounting,Finance Manager,E1018,Full-time
E1739,Destiny,Jones,Non-Binary,1998-09-05,2020-07-08,Accounting,Finance Manager,E1032,Full-time
E1740,Drew,Barnes,Male,1986-04-21,2022-03-28,Consulting,Lead Consultant,,Part-time
E1741,Samantha,Rose,Non-Binary,1982-07-18,2022-03-03,Accounting,Finance Manager,E1004,Full-time
E1742,Nicholas,Hernandez,Female,1988-03-26,2014-03-20,IT,System Administrator,,Full-time
E1743,Christopher,Peters,Male,1982-02-23,2017-08-12,IT,System Administrator,E1035,Full-time
E1744,Michelle,Malone,Female,1981-07-16,2004-07-08,Accounting,Billing Specialist,,Full-time
E1745,Christopher,Moore,Male,1985-08-13,2024-09-18,HR,HR Assistant,E1006,Part-time
E1746,Maureen,Joseph,Male,1962-10-28,1996-05-28,Accounting,Billing Specialist,,Part-time
E1747,Monica,Trujillo,Non-Binary,1972-11-22,2004-08-24,Accounting,Accountant,,Full-time
E1748,Denise,Hutchinson,Female,2004-05-24,2022-04-06,HR,HR Assistant,,Contract
E1749,Alan,Morales,Non-Binary,1990-11-18,2020-01-06,Consulting,Senior Consultant,E1011,Contract
E1750,Joy,Mathis,Male,1992-01-12,2013-06-03,HR,HR Assistant,,Contract
E1751,Randall,Mueller,Non-Binary,2000-01-21,2020-11-22,Accounting,Finance Manager,,Full-time
E1752,Derek,Jensen,Non-Binary,2000-12-05,2019-01-18,Accounting,Accountant,E1042,Contract
E1753,Amy,Sampson,Female,1975-01-10,2016-01-23,Recruitment,Recruitment Manager,E1002,Contract
E1754,Adam,Ross,Non-Binary,2001-08-07,2021-03-06,HR,HR Specialist,E1047,Full-time
E1755,Ashley,Weber,Male,1990-07-07,2008-08-14,Accounting,Billing Specialist,E1018,Full-time
E1756,Matthew,Medina,Non-Binary,2002-12-10,2023-09-15,Recruitment,Recruiter,,Part-time
E1757,Zachary,Smith,Female,2001-03-11,2023-08-28,Accounting,Accountant,,Contract
E1758,Troy,Hernandez,Male,1997-05-27,2019-02-21,Recruitment,Recruiter,,Contract
E1759,Jennifer,Walters,Non-Binary,2002-04-05,2020-02-05,Consulting,Lead Consultant,,Part-time
E1760,Ryan,Hobbs,Non-Binary,1991-07-06,2022-07-02,IT,System Administrator,,Full-time
E1761,Gary,Mack,Female,1987-04-20,2022-02-25,Recruitment,Senior Recruiter,E1014,Part-time
E1762,Jonathan,Carter,Female,2000-08-06,2024-07-15,IT,IT Manager,E1084,Contract
E1763,Hailey,Torres,Male,1989-09-01,2009-02-25,Sales,Account Executive,E1056,Part-time
E1764,Kelsey,Becker,Male,1963-06-14,1995-05-02,Sales,Account Executive,E1005,Part-time
E1765,David,Guzman,Male,1983-04-06,2002-12-30,IT,Software Engineer,,Full-time
E1766,Laurie,Brown,Female,1968-09-13,1986-02-16,IT,Software Engineer,,Contract
E1767,Jose,Summers,Female,1998-04-30,2021-03-18,HR,HR Specialist,,Part-time
E1768,Elizabeth,Phillips,Male,1978-01-29,2022-04-27,Consulting,Senior Consultant,E1009,Part-time
E1769,Dawn,Taylor,Non-Binary,1985-03-19,2024-03-15,IT,Software Engineer,E1017,Part-time
E1770,Russell,Brennan,Male,1984-05-23,2016-12-22,HR,HR Specialist,E1099,Full-time
E1771,Richard,Brandt,Non-Binary,1960-07-11,2008-11-06,IT,Software Engineer,E1030,Contract
E1772,Heather,Johnson,Female,1982-08-10,2022-12-12,HR,HR Assistant,E1068,Contract
E1773,Timothy,Fields,Female,1983-09-24,2003-07-29,Accounting,Billing Specialist,,Part-time
E1774,Sherri,Adams,Non-Binary,1973-01-28,2017-05-29,Consulting,Lead Consultant,,Contract
E1775,Steven,French,Non-Binary,1978-08-09,2009-07-02,Recruitment,Recruitment Manager,,Contract
E1776,Elizabeth,Schroeder,Non-Binary,1975-08-31,1998-04-08,Accounting,Finance Manager,E1025,Contract
E1777,Michael,Glenn,Female,1975-07-06,1997-04-10,HR,HR Manager,,Part-time
E1778,Kenneth,Stevenson,Male,1991-01-21,2018-10-31,HR,HR Specialist,E1005,Full-time
E1779,Shane,Ramsey,Non-Binary,1998-02-12,2017-03-22,Sales,Sales Associate,E1034,Full-time
E1780,Matthew,Wagner,Male,1968-08-20,1986-03-05,Sales,Account Executive,E1064,Part-time
E1781,Denise,Fisher,Female,1963-04-27,2021-09-29,Consulting,Senior Consultant,,Contract
E1782,Jamie,Galvan,Non-Binary,1989-05-04,2015-10-24,IT,Software Engineer,,Contract
E1783,Bradley,Peters,Male,1997-05-11,2015-02-14,Accounting,Accountant,E1096,Full-time
E1784,Tina,Crawford,Non-Binary,1977-05-05,2000-09-17,Recruitment,Recruitment Manager,,Full-time
E1785,Amy,Sanchez,Female,1967-09-12,2020-10-25,Accounting,Accountant,E1056,Contract
E1786,John,Reid,Non-Binary,1978-12-26,1999-12-14,Accounting,Finance Manager,,Contract
E1787,Mindy,Cooper,Female,1968-07-11,1998-03-14,Recruitment,Recruitment Manager,E1029,Part-time
E1788,Jeff,Porter,Male,1998-08-31,2024-08-23,Accounting,Billing Specialist,,Full-time
E1789,Austin,Ruiz,Non-Binary,1993-06-30,2022-04-27,IT,Software Engineer,,Part-time
E1790,Brooke,Wilkinson,Non-Binary,1991-11-25,2010-11-11,Accounting,Finance Manager,,Part-time
E1791,Michael,Butler,Non-Binary,1975-06-09,2015-06-30,HR,HR Assistant,,Full-time
E1792,Christopher,Lopez,Male,1976-04-22,1997-07-31,Accounting,Billing Specialist,E1068,Contract
E1793,Edward,Bradshaw,Male,2004-09-19,2024-03-07,Consulting,Lead Consultant,E1033,Full-time
E1794,Amanda,Wallace,Non-Binary,1991-09-01,2024-01-19,Sales,Account Executive,,Contract
E1795,Joseph,Rodriguez,Female,1999-11-11,2019-06-05,Recruitment,Senior Recruiter,,Contract
E1796,David,Robertson,Non-Binary,1999-06-20,2019-06-17,Consulting,Lead Consultant,,Contract
E1797,Melissa,Rice,Non-Binary,1986-09-21,2018-03-25,Accounting,Accountant,,Part-time
E1798,Natalie,King,Male,1996-03-09,2023-08-08,Consulting,Consultant,E1000,Full-time
E1799,Amy,Mathis,Male,1967-06-08,2022-06-05,IT,IT Manager,,Part-time
E1800,Jeffrey,Mills,Female,1991-02-06,2017-12-24,Recruitment,Senior Recruiter,E1064,Part-time
E1801,Gary,Cannon,Non-Binary,1982-10-09,2012-09-20,Consulting,Consultant,,Contract
E1802,Joan,Rocha,Male,1999-10-17,2024-02-29,IT,Software Engineer,E1030,Part-time
E1803,Matthew,Watson,Non-Binary,1968-12-29,2003-10-17,IT,System Administrator,,Contract
E1804,Francisco,Walters,Male,2003-11-04,2022-10-25,Consulting,Senior Consultant,E1032,Part-time
E1805,Jason,Cohen,Female,1994-02-23,2020-10-29,Accounting,Accountant,E1097,Part-time
E1806,Tracy,Mitchell,Female,1975-12-28,2007-08-23,Sales,Sales Associate,E1074,Part-time
E1807,William,Bishop,Male,2001-03-12,2021-03-31,Consulting,Lead Consultant,E1053,Part-time
E1808,Donald,Cunningham,Female,1966-07-04,1986-06-21,Consulting,Lead Consultant,,Part-time
E1809,Linda,Weaver,Male,1990-01-16,2010-11-28,HR,HR Manager,,Contract
E1810,John,Leblanc,Non-Binary,1965-03-20,2000-04-10,Accounting,Accountant,,Full-time
E1811,Justin,Smith,Female,1993-02-17,2020-10-04,Sales,Sales Associate,E1082,Contract
E1812,Brenda,Anderson,Female,1961-07-22,2021-09-18,Accounting,Billing Specialist,,Part-time
E1813,Amanda,Miller,Female,1959-12-30,2024-06-26,IT,Software Engineer,,Contract
E1814,Denise,Stuart,Male,1980-06-15,2005-07-23,HR,HR Specialist,,Full-time
E1815,Kristin,Castro,Male,1967-01-21,2005-11-01,Consulting,Consultant,E1023,Full-time
E1816,Becky,Rogers,Male,1973-10-25,1997-10-06,Sales,Sales Associate,,Contract
E1817,William,Campbell,Male,1965-03-14,2001-10-31,Accounting,Accountant,E1067,Part-time
E1818,Jason,Odom,Male,2000-02-25,2019-06-12,HR,HR Specialist,E1020,Part-time
E1819,Billy,Sutton,Female,1963-10-10,1995-10-02,Recruitment,Senior Recruiter,E1031,Part-time
E1820,Jodi,Gray,Non-Binary,1961-08-02,2006-05-06,HR,HR Specialist,E1051,Contract
E1821,Nicholas,Mitchell,Female,1981-04-03,2000-06-24,Sales,Sales Manager,,Part-time
E1822,Kathy,Green,Male,1992-02-20,2024-04-17,HR,HR Specialist,E1029,Contract
E1823,Austin,Franklin,Female,1984-07-03,2022-05-20,Consulting,Senior Consultant,,Part-time
E1824,Warren,Knight,Female,1968-05-31,2023-09-03,Recruitment,Senior Recruiter,E1088,Full-time
E1825,Patrick,Bailey,Non-Binary,2004-07-13,2023-04-23,Accounting,Billing Specialist,,Full-time
E1826,Hannah,Lee,Male,1959-01-08,2001-05-11,Recruitment,Recruitment Manager,,Part-time
E1827,Joan,Hall,Male,1974-10-15,2003-06-22,IT,Software Engineer,E1080,Full-time
E1828,Cynthia,Miller,Female,1965-09-07,2011-12-11,HR,HR Specialist,,Contract
E1829,Darryl,Cooper,Male,2001-08-02,2023-12-09,Accounting,Accountant,E1019,Part-time
E1830,Roy,Huynh,Male,1995-01-04,2019-04-07,Sales,Account Executive,,Full-time
E1831,Robert,Lane,Non-Binary,1990-05-03,2008-11-06,Consulting,Senior Consultant,,Full-time
E1832,Timothy,Benjamin,Female,1985-04-12,2004-08-11,Consulting,Consultant,,Contract
E1833,Derrick,Ingram,Non-Binary,1969-01-26,1990-02-01,Recruitment,Recruitment Manager,E1091,Full-time
E1834,Aaron,Robinson,Female,1988-11-28,2013-11-21,Sales,Sales Manager,E1011,Contract
E1835,Robert,Wilson,Female,1966-02-23,1985-07-02,Sales,Sales Associate,E1050,Full-time
E1836,Rebekah,Robles,Female,1988-02-28,2024-01-16,Recruitment,Recruitment Manager,,Part-time
E1837,Maria,Potter,Male,1979-09-10,2005-08-07,IT,IT Manager,E1012,Part-time
